ID,BILL_NUMBER,METHOD,TIP
1197,170511,Gotówka,5
1198,6471,Czek,86
1199,118681,Bon,29
1200,280948,Gotówka,18
1201,122297,Karta,100
1202,114388,Gotówka,146
1203,244778,Gotówka,85
1204,136863,Gotówka,15
1205,84935,Czek,3
1206,114460,Czek,97
1207,94829,Czek,81
1208,274633,Karta,22
1209,98323,Karta,40
1210,50005,Czek,91
1211,58302,Czek,96
1212,214033,Gotówka,5
1213,289999,Czek,74
1214,108584,Karta,144
1215,116519,Bon,95
1216,294790,Gotówka,79
1217,267837,Gotówka,132
1218,186402,Gotówka,118
1219,259642,Gotówka,135
1220,198153,Bon,144
1221,126054,Karta,90
1222,66805,Bon,47
1223,44388,Czek,83
1224,28036,Gotówka,141
1225,233186,Czek,137
1226,251862,Czek,96
1227,192175,Bon,74
1228,141708,Bon,8
1229,245684,Gotówka,138
1230,72754,Karta,7
1231,3540,Bon,135
1232,142968,Karta,2
1233,79198,Karta,34
1234,27251,Karta,77
1235,71706,Karta,64
1236,157879,Karta,41
1237,23435,Bon,119
1238,257737,Czek,145
1239,102997,Karta,27
1240,222709,Czek,79
1241,138362,Gotówka,80
1242,258346,Karta,4
1243,228801,Gotówka,21
1244,252189,Bon,136
1245,62948,Karta,17
1246,194063,Bon,117
1247,269652,Gotówka,55
1248,179463,Gotówka,72
1249,287747,Gotówka,24
1250,177359,Bon,88
1251,98138,Bon,40
1252,142577,Bon,103
1253,222105,Czek,104
1254,249691,Czek,28
1255,176833,Karta,135
1256,277681,Gotówka,73
1257,134778,Karta,0
1258,12445,Czek,143
1259,195283,Czek,39
1260,88795,Karta,76
1261,283126,Gotówka,145
1262,174909,Czek,67
1263,78958,Czek,25
1264,157619,Karta,144
1265,223964,Gotówka,82
1266,191351,Gotówka,144
1267,266177,Bon,51
1268,101054,Czek,110
1269,170470,Karta,57
1270,281693,Czek,123
1271,19196,Gotówka,19
1272,122273,Karta,109
1273,245805,Karta,55
1274,90462,Bon,125
1275,17235,Czek,147
1276,121455,Gotówka,15
1277,86725,Czek,51
1278,113404,Czek,30
1279,107841,Czek,4
1280,195186,Czek,67
1281,205416,Bon,142
1282,134798,Gotówka,12
1283,271511,Karta,11
1284,127463,Karta,115
1285,172644,Karta,26
1286,29937,Karta,73
1287,282968,Karta,138
1288,37722,Czek,54
1289,216283,Karta,82
1290,277503,Karta,91
1291,284608,Bon,102
1292,295909,Czek,116
1293,107793,Karta,101
1294,98975,Czek,78
1295,87839,Bon,50
1296,43863,Czek,25
1297,35744,Karta,66
1298,210999,Gotówka,69
1299,60868,Karta,117
1300,45653,Bon,77
1301,172980,Gotówka,52
1302,56053,Bon,119
1303,297677,Czek,27
1304,162035,Karta,86
1305,214183,Gotówka,32
1306,275243,Karta,113
1307,116220,Bon,20
1308,210777,Bon,68
1309,257114,Czek,96
1310,234013,Karta,71
1311,185814,Bon,141
1312,80784,Karta,19
1313,244560,Czek,47
1314,4409,Czek,3
1315,65072,Bon,85
1316,203341,Bon,81
1317,91073,Czek,13
1318,122360,Czek,150
1319,191915,Gotówka,89
1320,174306,Czek,85
1321,176270,Karta,54
1322,108106,Bon,127
1323,270924,Karta,65
1324,13748,Gotówka,137
1325,281711,Czek,3
1326,53018,Czek,101
1327,218689,Gotówka,88
1328,271834,Bon,77
1329,286728,Gotówka,140
1330,165875,Czek,115
1331,270671,Gotówka,62
1332,197761,Karta,104
1333,297760,Bon,111
1334,39932,Bon,95
1335,11696,Czek,148
1336,117249,Karta,27
1337,22015,Bon,88
1338,71708,Czek,59
1339,112790,Czek,100
1340,18707,Bon,113
1341,70105,Karta,82
1342,55410,Czek,134
1343,138742,Czek,81
1344,62072,Gotówka,104
1345,122153,Gotówka,128
1346,168424,Bon,89
1347,182344,Karta,66
1348,109337,Gotówka,27
1349,78419,Gotówka,102
1350,267208,Bon,38
1351,295948,Czek,149
1352,184264,Bon,56
1353,169201,Karta,33
1354,148065,Karta,85
1355,195863,Czek,62
1356,195318,Czek,0
1357,292560,Bon,39
1358,193096,Gotówka,83
1359,57549,Czek,139
1360,68390,Bon,42
1361,78351,Karta,140
1362,46118,Bon,67
1363,121459,Bon,38
1364,135539,Czek,110
1365,40632,Gotówka,42
1366,163413,Gotówka,138
1367,61465,Bon,113
1368,276398,Karta,141
1369,40194,Karta,39
1370,235249,Bon,15
1371,287067,Bon,72
1372,243111,Bon,137
1373,224909,Czek,134
1374,119039,Bon,95
1375,26752,Gotówka,122
1376,130211,Gotówka,98
1377,292797,Gotówka,72
1378,94876,Bon,124
1379,15167,Czek,54
1380,113342,Gotówka,129
1381,56821,Gotówka,27
1382,229138,Bon,27
1383,12268,Karta,35
1384,255436,Karta,137
1385,205148,Karta,28
1386,121459,Gotówka,143
1387,90216,Karta,116
1388,122187,Karta,115
1389,126088,Gotówka,18
1390,148661,Bon,121
1391,211446,Karta,149
1392,109615,Gotówka,87
1393,36413,Bon,27
1394,111610,Bon,2
1395,266022,Karta,46
1396,254461,Karta,84
1397,225754,Bon,106
1398,282584,Gotówka,92
1399,109440,Bon,138
1400,58801,Gotówka,53
1401,168322,Karta,131
1402,156893,Bon,61
1403,102653,Gotówka,17
1404,29002,Gotówka,93
1405,92566,Czek,117
1406,88811,Karta,97
1407,149618,Czek,22
1408,31856,Bon,139
1409,254366,Bon,85
1410,128910,Gotówka,142
1411,75225,Bon,28
1412,249810,Czek,95
1413,143615,Bon,91
1414,170667,Bon,72
1415,165139,Karta,82
1416,279528,Gotówka,42
1417,186825,Gotówka,130
1418,232647,Bon,90
1419,152199,Karta,106
1420,102354,Bon,102
1421,153627,Bon,106
1422,146633,Bon,145
1423,117447,Karta,21
1424,51561,Bon,78
1425,215726,Gotówka,123
1426,39791,Gotówka,134
1427,175901,Karta,38
1428,112074,Gotówka,141
1429,90252,Bon,73
1430,242883,Bon,136
1431,79699,Karta,15
1432,195745,Karta,7
1433,284459,Gotówka,131
1434,295227,Bon,106
1435,65357,Bon,77
1436,114536,Czek,21
1437,276567,Bon,133
1438,90251,Karta,70
1439,91270,Bon,92
1440,122643,Karta,70
1441,270760,Czek,121
1442,23092,Karta,85
1443,191110,Bon,98
1444,182437,Czek,48
1445,238671,Bon,131
1446,27954,Czek,68
1447,27347,Czek,108
1448,15084,Karta,2
1449,269159,Czek,15
1450,202847,Karta,125
1451,53037,Gotówka,43
1452,246036,Bon,67
1453,27029,Bon,106
1454,245771,Bon,57
1455,52074,Gotówka,33
1456,281503,Bon,64
1457,26002,Bon,69
1458,40888,Czek,31
1459,75938,Bon,51
1460,227877,Bon,10
1461,286204,Gotówka,100
1462,239683,Gotówka,114
1463,84281,Karta,92
1464,107954,Czek,32
1465,167319,Gotówka,141
1466,62076,Czek,11
1467,281205,Gotówka,85
1468,211266,Karta,21
1469,69434,Czek,18
1470,284901,Bon,90
1471,287639,Bon,45
1472,259392,Bon,5
1473,186957,Bon,15
1474,26930,Karta,0
1475,85823,Bon,115
1476,285422,Gotówka,11
1477,156745,Bon,127
1478,84456,Czek,48
1479,256010,Karta,26
1480,47084,Gotówka,85
1481,65218,Bon,56
1482,105281,Karta,102
1483,258282,Gotówka,89
1484,34154,Karta,17
1485,201756,Bon,48
1486,275581,Karta,43
1487,241075,Bon,124
1488,42832,Gotówka,49
1489,93200,Czek,144
1490,218407,Czek,92
1491,284706,Gotówka,29
1492,11528,Gotówka,137
1493,263680,Czek,99
1494,108461,Czek,41
1495,188158,Czek,118
1496,172322,Gotówka,76
1497,54736,Bon,23
1498,139968,Karta,132
1499,233534,Bon,20
1500,220141,Czek,58
1501,228527,Bon,22
1502,181304,Bon,146
1503,216915,Czek,139
1504,177171,Karta,148
1505,261542,Karta,48
1506,243284,Karta,107
1507,293728,Gotówka,23
1508,1147,Bon,39
1509,168482,Bon,78
1510,24308,Karta,145
1511,27537,Gotówka,124
1512,174644,Gotówka,139
1513,222059,Gotówka,120
1514,288477,Czek,35
1515,39104,Czek,143
1516,286998,Czek,78
1517,73481,Bon,16
1518,219422,Bon,129
1519,204535,Gotówka,129
1520,261748,Gotówka,119
1521,238585,Karta,43
1522,38954,Gotówka,128
1523,212609,Gotówka,15
1524,121215,Czek,29
1525,289466,Karta,8
1526,257300,Gotówka,23
1527,244794,Bon,143
1528,271738,Czek,97
1529,55176,Karta,55
1530,50537,Czek,90
1531,114374,Czek,131
1532,166133,Bon,4
1533,39914,Gotówka,114
1534,39115,Czek,54
1535,89436,Bon,112
1536,257804,Bon,12
1537,50838,Gotówka,118
1538,40754,Gotówka,67
1539,14260,Bon,20
1540,156203,Czek,130
1541,51656,Gotówka,99
1542,279268,Czek,70
1543,224192,Bon,11
1544,157532,Czek,14
1545,196882,Bon,40
1546,249912,Gotówka,60
1547,233318,Gotówka,27
1548,168272,Czek,17
1549,285347,Gotówka,71
1550,259209,Czek,76
1551,51951,Gotówka,87
1552,275326,Gotówka,66
1553,190527,Gotówka,93
1554,252647,Karta,120
1555,55512,Czek,43
1556,66653,Czek,137
1557,250081,Gotówka,68
1558,158339,Czek,11
1559,179182,Gotówka,13
1560,299256,Bon,15
1561,196963,Karta,29
1562,291227,Czek,26
1563,156682,Bon,62
1564,49861,Bon,5
1565,288540,Karta,50
1566,193098,Bon,28
1567,41024,Gotówka,16
1568,289224,Karta,96
1569,4712,Bon,133
1570,54441,Bon,58
1571,62333,Karta,8
1572,160583,Gotówka,13
1573,197681,Gotówka,147
1574,40340,Bon,16
1575,105501,Karta,13
1576,143311,Czek,85
1577,119785,Gotówka,134
1578,77309,Karta,136
1579,163372,Karta,4
1580,238276,Gotówka,19
1581,191154,Czek,68
1582,136860,Bon,12
1583,114056,Bon,79
1584,32280,Czek,55
1585,101325,Gotówka,30
1586,12622,Gotówka,6
1587,224303,Gotówka,9
1588,146834,Bon,16
1589,272904,Bon,38
1590,119525,Karta,140
1591,40829,Czek,84
1592,63813,Karta,123
1593,164899,Bon,49
1594,268226,Czek,37
1595,288455,Czek,126
1596,17551,Gotówka,142
1597,79292,Gotówka,117
1598,234995,Czek,7
1599,267765,Karta,39
1600,274315,Bon,4
1601,164536,Karta,42
1602,66663,Karta,84
1603,111158,Karta,117
1604,104030,Bon,142
1605,166998,Bon,21
1606,155277,Bon,118
1607,84939,Bon,147
1608,149283,Gotówka,6
1609,1333,Czek,0
1610,232415,Karta,42
1611,180483,Bon,64
1612,87393,Karta,1
1613,104043,Karta,117
1614,184516,Bon,117
1615,296911,Czek,93
1616,24523,Karta,60
1617,173309,Czek,83
1618,143403,Karta,38
1619,225699,Karta,134
1620,299343,Czek,150
1621,82592,Czek,0
1622,296920,Czek,36
1623,204291,Karta,69
1624,266538,Czek,50
1625,10120,Karta,13
1626,260704,Karta,35
1627,224950,Czek,33
1628,179597,Czek,90
1629,92278,Karta,87
1630,6506,Bon,65
1631,21681,Gotówka,42
1632,239129,Czek,81
1633,196787,Czek,81
1634,229000,Bon,46
1635,14429,Gotówka,72
1636,251915,Karta,129
1637,103389,Karta,88
1638,89778,Karta,6
1639,17491,Gotówka,54
1640,174433,Czek,71
1641,215815,Gotówka,50
1642,231009,Gotówka,20
1643,265348,Gotówka,69
1644,5121,Gotówka,119
1645,139342,Gotówka,11
1646,141802,Bon,137
1647,170650,Gotówka,29
1648,103529,Bon,98
1649,126151,Czek,135
1650,215840,Gotówka,60
1651,124470,Karta,12
1652,27086,Czek,71
1653,111897,Karta,18
1654,149669,Czek,46
1655,270767,Karta,15
1656,149945,Karta,0
1657,96152,Karta,28
1658,280736,Gotówka,139
1659,26247,Bon,142
1660,192433,Gotówka,0
1661,2939,Karta,33
1662,174325,Czek,45
1663,148137,Gotówka,45
1664,181066,Karta,3
1665,45186,Gotówka,5
1666,94930,Czek,4
1667,65475,Karta,58
1668,108384,Czek,33
1669,57789,Karta,52
1670,193227,Bon,113
1671,51184,Bon,81
1672,41222,Bon,10
1673,70688,Bon,81
1674,4351,Karta,125
1675,253447,Bon,13
1676,142681,Gotówka,50
1677,116849,Gotówka,24
1678,54763,Karta,98
1679,235188,Gotówka,137
1680,18468,Karta,32
1681,194314,Czek,68
1682,61110,Czek,142
1683,289715,Gotówka,113
1684,84873,Karta,13
1685,16159,Bon,90
1686,279735,Czek,61
1687,174152,Karta,137
1688,166787,Gotówka,62
1689,32957,Karta,131
1690,200346,Gotówka,80
1691,42281,Gotówka,94
1692,46335,Bon,80
1693,255859,Karta,61
1694,52358,Karta,82
1695,193670,Karta,23
1696,2441,Karta,74
1697,193603,Czek,37
1698,73462,Karta,10
1699,191034,Czek,135
1700,19271,Gotówka,98
1701,65743,Gotówka,22
1702,69401,Czek,108
1703,40620,Czek,85
1704,260063,Gotówka,24
1705,108487,Bon,94
1706,80857,Gotówka,35
1707,101135,Karta,22
1708,276692,Gotówka,147
1709,227128,Karta,78
1710,234846,Karta,36
1711,92987,Karta,71
1712,237138,Karta,77
1713,45664,Czek,133
1714,51186,Karta,32
1715,138904,Karta,140
1716,217202,Gotówka,75
1717,220054,Czek,145
1718,40374,Karta,149
1719,173469,Karta,99
1720,99247,Gotówka,124
1721,165883,Gotówka,146
1722,72204,Karta,74
1723,83262,Karta,43
1724,188787,Bon,1
1725,164220,Bon,8
1726,60558,Karta,60
1727,23022,Czek,36
1728,188204,Bon,87
1729,125907,Bon,85
1730,128994,Karta,72
1731,27009,Karta,137
1732,295509,Gotówka,75
1733,191723,Czek,41
1734,252220,Bon,103
1735,28976,Karta,141
1736,292334,Bon,85
1737,261589,Bon,103
1738,109024,Czek,110
1739,74420,Karta,83
1740,114521,Karta,7
1741,6347,Gotówka,4
1742,152411,Czek,18
1743,235699,Gotówka,107
1744,143493,Czek,40
1745,59652,Bon,84
1746,174379,Gotówka,84
1747,41858,Karta,105
1748,216563,Karta,117
1749,226746,Bon,70
1750,266589,Czek,137
1751,270017,Karta,108
1752,129024,Karta,131
1753,192709,Bon,11
1754,133342,Czek,39
1755,184040,Bon,62
1756,158747,Czek,116
1757,212561,Czek,69
1758,111884,Gotówka,5
1759,275132,Czek,38
1760,289600,Gotówka,48
1761,165000,Czek,136
1762,146210,Czek,5
1763,193559,Bon,15
1764,270854,Karta,74
1765,116931,Bon,102
1766,253078,Gotówka,72
1767,61876,Karta,134
1768,249439,Bon,39
1769,120601,Gotówka,101
1770,55131,Bon,38
1771,280598,Czek,107
1772,296632,Gotówka,17
1773,293975,Gotówka,105
1774,244644,Gotówka,122
1775,124746,Bon,28
1776,160573,Bon,40
1777,16813,Gotówka,18
1778,279689,Bon,14
1779,258400,Karta,52
1780,228409,Karta,134
1781,232231,Czek,86
1782,276490,Karta,61
1783,54168,Karta,75
1784,48696,Czek,146
1785,136742,Bon,61
1786,25462,Gotówka,74
1787,250681,Czek,80
1788,290185,Gotówka,88
1789,60935,Czek,26
1790,121849,Czek,142
1791,7964,Czek,53
1792,100754,Bon,60
1793,82220,Czek,1
1794,52206,Czek,13
1795,44063,Gotówka,108
1796,273853,Karta,81
1797,214860,Gotówka,88
1798,174957,Czek,64
1799,87782,Czek,97
1800,69253,Gotówka,83
1801,178673,Karta,150
1802,15910,Karta,24
1803,115470,Karta,0
1804,294953,Gotówka,126
1805,28309,Czek,21
1806,68041,Bon,10
1807,116816,Bon,124
1808,195439,Bon,2
1809,234489,Bon,54
1810,97237,Bon,105
1811,21111,Czek,140
1812,113858,Bon,36
1813,47004,Bon,76
1814,291225,Czek,6
1815,126774,Czek,34
1816,31601,Gotówka,21
1817,178610,Bon,136
1818,295587,Czek,87
1819,33392,Czek,46
1820,189599,Karta,99
1821,296849,Gotówka,115
1822,286922,Gotówka,26
1823,78198,Karta,76
1824,182351,Gotówka,89
1825,293849,Bon,86
1826,122145,Gotówka,93
1827,123108,Czek,105
1828,157868,Gotówka,12
1829,92360,Karta,139
1830,6391,Gotówka,109
1831,85769,Bon,50
1832,36810,Czek,132
1833,65537,Karta,12
1834,210106,Czek,98
1835,199144,Bon,115
1836,163107,Bon,126
1837,213804,Gotówka,91
1838,52341,Gotówka,54
1839,228975,Karta,143
1840,111899,Czek,134
1841,150840,Karta,29
1842,287274,Karta,3
1843,71421,Bon,75
1844,285014,Karta,12
1845,286777,Gotówka,76
1846,125575,Gotówka,136
1847,120261,Czek,9
1848,256053,Bon,143
1849,279126,Bon,49
1850,140291,Bon,72
1851,141131,Karta,31
1852,261128,Karta,118
1853,290961,Gotówka,72
1854,233305,Bon,146
1855,181358,Gotówka,143
1856,218650,Karta,96
1857,120350,Gotówka,84
1858,133411,Karta,46
1859,13708,Karta,98
1860,288573,Karta,26
1861,121386,Czek,119
1862,154883,Karta,28
1863,220730,Bon,138
1864,255555,Karta,51
1865,125191,Bon,35
1866,277772,Karta,21
1867,82128,Czek,139
1868,68953,Gotówka,134
1869,259095,Gotówka,32
1870,243376,Bon,110
1871,186970,Czek,18
1872,15808,Czek,38
1873,90565,Karta,136
1874,10238,Gotówka,47
1875,215244,Czek,54
1876,83061,Bon,31
1877,251175,Czek,95
1878,208794,Bon,58
1879,14195,Bon,20
1880,232001,Gotówka,118
1881,170904,Karta,50
1882,97838,Karta,75
1883,251464,Bon,22
1884,248461,Gotówka,36
1885,231173,Czek,136
1886,171088,Gotówka,117
1887,251852,Bon,75
1888,136391,Gotówka,2
1889,182057,Czek,141
1890,45114,Karta,26
1891,225824,Karta,75
1892,123791,Gotówka,109
1893,263381,Karta,103
1894,40789,Czek,24
1895,40896,Karta,140
1896,182102,Czek,38
1897,272752,Bon,67
1898,32789,Bon,71
1899,146787,Bon,101
1900,16477,Czek,34
1901,224657,Bon,103
1902,264674,Czek,95
1903,190419,Czek,94
1904,165201,Karta,83
1905,262859,Czek,3
1906,252295,Bon,73
1907,152478,Gotówka,145
1908,297966,Gotówka,75
1909,43110,Czek,60
1910,36154,Czek,68
1911,106965,Karta,19
1912,210097,Karta,48
1913,191083,Gotówka,39
1914,291178,Bon,59
1915,41211,Czek,123
1916,68009,Gotówka,65
1917,23672,Bon,105
1918,87761,Gotówka,43
1919,22916,Karta,90
1920,190281,Gotówka,93
1921,165161,Czek,111
1922,50730,Czek,97
1923,191406,Gotówka,15
1924,149349,Bon,31
1925,13629,Bon,65
1926,198997,Karta,77
1927,163787,Bon,110
1928,106602,Karta,78
1929,66644,Bon,47
1930,274171,Czek,146
1931,135302,Karta,147
1932,21572,Czek,70
1933,230054,Czek,138
1934,26223,Czek,7
1935,33071,Bon,147
1936,184496,Czek,112
1937,6230,Karta,89
1938,217259,Karta,1
1939,262074,Bon,62
1940,132450,Karta,57
1941,128396,Gotówka,59
1942,151037,Czek,122
1943,242447,Gotówka,146
1944,246226,Bon,88
1945,282624,Czek,69
1946,161769,Gotówka,149
1947,265670,Bon,117
1948,14986,Bon,118
1949,270599,Karta,124
1950,103280,Karta,97
1951,161521,Czek,44
1952,8927,Czek,106
1953,262621,Gotówka,100
1954,9171,Bon,86
1955,190297,Gotówka,115
1956,9930,Czek,41
1957,242393,Czek,110
1958,199799,Czek,17
1959,230934,Karta,78
1960,239069,Gotówka,122
1961,195417,Czek,83
1962,22232,Czek,77
1963,152268,Karta,39
1964,87735,Gotówka,129
1965,166425,Bon,19
1966,192311,Bon,138
1967,235771,Karta,85
1968,44780,Gotówka,110
1969,147165,Karta,146
1970,214902,Bon,10
1971,145131,Karta,110
1972,49988,Gotówka,63
1973,51239,Bon,29
1974,220577,Bon,12
1975,199937,Karta,123
1976,275042,Gotówka,117
1977,186289,Gotówka,29
1978,118549,Czek,26
1979,117674,Czek,138
1980,103394,Czek,51
1981,245659,Bon,107
1982,92575,Karta,40
1983,275949,Gotówka,12
1984,223663,Karta,118
1985,254298,Gotówka,47
1986,161193,Bon,126
1987,281566,Bon,64
1988,241384,Czek,18
1989,274449,Bon,17
1990,71109,Bon,67
1991,79424,Czek,4
1992,57191,Bon,49
1993,237865,Bon,30
1994,117078,Bon,88
1995,203968,Czek,117
1996,200025,Karta,10
1997,148877,Bon,7
1998,30142,Gotówka,26
1999,236931,Gotówka,103
2000,277562,Karta,72
2001,266195,Bon,121
2002,258182,Bon,15
2003,95935,Karta,45
2004,31377,Gotówka,120
2005,224466,Karta,124
2006,135153,Bon,82
2007,103354,Bon,72
2008,200378,Czek,41
2009,279230,Czek,149
2010,246205,Karta,12
2011,162372,Gotówka,11
2012,206012,Karta,110
2013,239576,Bon,34
2014,107173,Gotówka,80
2015,118585,Bon,22
2016,299683,Bon,145
2017,294263,Gotówka,17
2018,150248,Karta,27
2019,63230,Bon,139
2020,32726,Czek,138
2021,292484,Bon,11
2022,268345,Czek,49
2023,296252,Gotówka,62
2024,87350,Karta,97
2025,154382,Karta,31
2026,281389,Gotówka,113
2027,242774,Karta,74
2028,2030,Gotówka,105
2029,283900,Czek,67
2030,32067,Czek,87
2031,284560,Czek,24
2032,67798,Bon,123
2033,31518,Gotówka,8
2034,216018,Karta,69
2035,123935,Gotówka,54
2036,270355,Czek,126
2037,283014,Karta,111
2038,70419,Bon,119
2039,69062,Karta,63
2040,227885,Karta,15
2041,213303,Czek,14
2042,195285,Czek,51
2043,1910,Bon,56
2044,6112,Czek,94
2045,223065,Gotówka,128
2046,290927,Bon,23
2047,156066,Karta,18
2048,263176,Karta,18
2049,232603,Bon,134
2050,26129,Karta,102
2051,290850,Karta,62
2052,281778,Czek,1
2053,163428,Karta,80
2054,89522,Bon,26
2055,153380,Karta,87
2056,3656,Bon,149
2057,176302,Czek,62
2058,220758,Karta,62
2059,285139,Bon,144
2060,185279,Gotówka,13
2061,120335,Bon,150
2062,203542,Karta,3
2063,231956,Gotówka,18
2064,28079,Gotówka,135
2065,108380,Bon,61
2066,13109,Czek,26
2067,214326,Czek,130
2068,173355,Gotówka,129
2069,107118,Gotówka,137
2070,269794,Bon,89
2071,50436,Bon,88
2072,3166,Bon,136
2073,61077,Karta,62
2074,279416,Karta,139
2075,233882,Czek,49
2076,116352,Gotówka,113
2077,183990,Gotówka,42
2078,3280,Gotówka,41
2079,148465,Gotówka,74
2080,141220,Karta,78
2081,182464,Karta,100
2082,297789,Karta,130
2083,299523,Gotówka,144
2084,270819,Czek,100
2085,92590,Gotówka,49
2086,139059,Czek,13
2087,88127,Karta,116
2088,101046,Gotówka,81
2089,113012,Czek,91
2090,196813,Gotówka,135
2091,148864,Czek,117
2092,281407,Gotówka,124
2093,144270,Karta,44
2094,116354,Czek,25
2095,87265,Czek,73
2096,8044,Gotówka,11
2097,99451,Czek,79
2098,87163,Gotówka,61
2099,212300,Karta,1
2100,66667,Gotówka,72
2101,3498,Czek,8
2102,250795,Bon,82
2103,256001,Bon,111
2104,223007,Bon,19
2105,270586,Gotówka,35
2106,204219,Karta,29
2107,157506,Gotówka,98
2108,154087,Bon,5
2109,36989,Bon,90
2110,218693,Karta,127
2111,123625,Karta,55
2112,172531,Gotówka,146
2113,132170,Bon,81
2114,207994,Gotówka,56
2115,116753,Czek,111
2116,258899,Bon,15
2117,255607,Gotówka,120
2118,278380,Bon,141
2119,200103,Karta,121
2120,96877,Karta,109
2121,34307,Czek,100
2122,211141,Bon,2
2123,229205,Gotówka,149
2124,225384,Gotówka,38
2125,284692,Bon,37
2126,180509,Czek,61
2127,29601,Czek,101
2128,25481,Czek,107
2129,278353,Bon,7
2130,193019,Karta,107
2131,231325,Bon,138
2132,103315,Bon,134
2133,232854,Czek,36
2134,160336,Bon,64
2135,294745,Gotówka,127
2136,68359,Czek,123
2137,249658,Gotówka,68
2138,195334,Czek,102
2139,33145,Karta,131
2140,208071,Bon,71
2141,266462,Karta,89
2142,4697,Bon,17
2143,64292,Bon,105
2144,235757,Karta,102
2145,213890,Bon,129
2146,181553,Gotówka,31
2147,122595,Czek,135
2148,209573,Karta,26
2149,254676,Bon,143
2150,134926,Gotówka,29
2151,208315,Karta,20
2152,34743,Bon,6
2153,6134,Gotówka,84
2154,243260,Gotówka,109
2155,237919,Karta,133
2156,259553,Bon,6
2157,239855,Bon,19
2158,109995,Gotówka,149
2159,168081,Czek,46
2160,234913,Karta,87
2161,28760,Gotówka,50
2162,77054,Gotówka,115
2163,275352,Bon,128
2164,254019,Czek,47
2165,35401,Czek,57
2166,142769,Karta,24
2167,272223,Czek,124
2168,128818,Karta,75
2169,132899,Bon,45
2170,88570,Karta,46
2171,16116,Karta,41
2172,293538,Czek,117
2173,51190,Karta,26
2174,166,Gotówka,54
2175,41492,Gotówka,13
2176,29040,Gotówka,47
2177,181180,Gotówka,61
2178,56156,Gotówka,101
2179,16436,Bon,28
2180,54634,Bon,96
2181,68227,Gotówka,94
2182,113084,Gotówka,117
2183,195743,Karta,49
2184,56983,Czek,89
2185,273662,Czek,50
2186,214496,Bon,144
2187,255540,Czek,150
2188,28146,Gotówka,79
2189,73438,Karta,93
2190,80205,Karta,27
2191,260878,Czek,109
2192,201195,Bon,111
2193,34837,Karta,50
2194,184755,Karta,134
2195,86832,Czek,100
2196,237442,Gotówka,64
2197,198531,Bon,52
2198,131210,Gotówka,12
2199,239485,Gotówka,75
2200,298076,Bon,89
2201,76996,Karta,137
2202,97698,Bon,73
2203,272156,Gotówka,138
2204,126160,Bon,68
2205,9511,Bon,76
