ID,GENDER,TYPE,AGE
1152,K,Zwykły,62
1153,K,Pracownik,26
1154,M,Pracownik,3
1155,K,Zwykły,47
1156,M,Pracownik,42
1157,K,Stały klient,72
1158,M,Stały klient,29
1159,K,Stały klient,7
1160,K,Stały klient,76
1161,M,Zwykły,44
1162,M,Pracownik,80
1163,M,Zwykły,47
1164,M,Stały klient,6
1165,K,Stały klient,10
1166,K,Zwykły,57
1167,K,Stały klient,67
1168,M,Zwykły,38
1169,K,Zwykły,32
1170,K,Pracownik,36
1171,M,Pracownik,50
1172,K,Stały klient,31
1173,K,Zwykły,79
1174,K,Zwykły,13
1175,K,Pracownik,71
1176,K,Zwykły,31
1177,M,Zwykły,2
1178,K,Stały klient,44
1179,K,Pracownik,50
1180,K,Stały klient,17
1181,K,Zwykły,60
1182,K,Zwykły,41
1183,K,Zwykły,43
1184,M,Pracownik,26
1185,M,Pracownik,4
1186,M,Pracownik,37
1187,K,Stały klient,72
1188,M,Pracownik,62
1189,K,Pracownik,4
1190,K,Zwykły,43
1191,M,Zwykły,72
1192,M,Stały klient,76
1193,K,Stały klient,33
1194,M,Zwykły,62
1195,K,Stały klient,56
1196,M,Stały klient,74
1197,K,Zwykły,79
1198,K,Zwykły,21
1199,M,Zwykły,37
1200,K,Zwykły,39
1201,K,Zwykły,40
1202,M,Stały klient,79
1203,M,Pracownik,64
1204,K,Zwykły,8
1205,M,Zwykły,59
1206,M,Stały klient,76
1207,K,Pracownik,10
1208,K,Stały klient,17
1209,K,Zwykły,59
1210,K,Zwykły,60
1211,K,Stały klient,46
1212,K,Zwykły,39
1213,M,Stały klient,56
1214,M,Zwykły,71
1215,M,Pracownik,66
1216,M,Pracownik,50
1217,K,Zwykły,5
1218,K,Zwykły,66
1219,M,Pracownik,37
1220,K,Zwykły,22
1221,M,Zwykły,77
1222,K,Stały klient,36
1223,K,Pracownik,7
1224,K,Pracownik,9
1225,K,Pracownik,4
1226,M,Pracownik,3
1227,K,Zwykły,43
1228,K,Pracownik,47
1229,M,Zwykły,61
1230,M,Stały klient,63
1231,M,Stały klient,67
1232,K,Stały klient,36
1233,K,Zwykły,6
1234,M,Stały klient,47
1235,K,Stały klient,46
1236,M,Zwykły,41
1237,K,Pracownik,69
1238,M,Pracownik,72
1239,M,Zwykły,29
1240,M,Stały klient,70
1241,K,Pracownik,36
1242,K,Zwykły,0
1243,M,Pracownik,56
1244,K,Zwykły,57
1245,M,Zwykły,39
1246,K,Pracownik,6
1247,M,Pracownik,67
1248,K,Stały klient,36
1249,K,Pracownik,17
1250,M,Zwykły,5
1251,K,Pracownik,4
1252,M,Pracownik,73
1253,K,Zwykły,49
1254,K,Pracownik,18
1255,M,Pracownik,14
1256,K,Pracownik,55
1257,K,Stały klient,18
1258,M,Zwykły,37
1259,M,Stały klient,74
1260,K,Stały klient,3
1261,M,Stały klient,46
1262,M,Zwykły,63
1263,M,Zwykły,16
1264,K,Stały klient,45
1265,K,Stały klient,74
1266,M,Pracownik,34
1267,K,Zwykły,76
1268,M,Zwykły,16
1269,K,Pracownik,42
1270,K,Pracownik,21
1271,M,Pracownik,52
1272,M,Pracownik,29
1273,M,Stały klient,42
1274,K,Pracownik,9
1275,M,Zwykły,73
1276,M,Zwykły,22
1277,K,Stały klient,25
1278,K,Pracownik,24
1279,K,Pracownik,11
1280,K,Pracownik,29
1281,K,Pracownik,38
1282,K,Zwykły,51
1283,K,Stały klient,76
1284,K,Zwykły,61
1285,K,Zwykły,60
1286,M,Pracownik,24
1287,M,Zwykły,60
1288,K,Pracownik,1
1289,K,Zwykły,41
1290,M,Zwykły,43
1291,K,Pracownik,21
1292,M,Zwykły,76
1293,M,Pracownik,26
1294,M,Zwykły,19
1295,K,Zwykły,68
1296,M,Zwykły,69
1297,M,Stały klient,52
1298,K,Zwykły,33
1299,K,Stały klient,45
1300,M,Pracownik,18
1301,M,Stały klient,13
1302,K,Stały klient,40
1303,M,Stały klient,44
1304,K,Zwykły,58
1305,K,Stały klient,12
1306,M,Pracownik,55
1307,M,Pracownik,30
1308,K,Stały klient,36
1309,M,Pracownik,52
1310,K,Stały klient,59
1311,M,Zwykły,27
1312,K,Zwykły,17
1313,K,Stały klient,55
1314,M,Stały klient,57
1315,K,Zwykły,26
1316,M,Pracownik,77
1317,M,Pracownik,79
1318,M,Stały klient,4
1319,K,Stały klient,56
1320,M,Zwykły,66
1321,M,Stały klient,27
1322,K,Pracownik,77
1323,M,Zwykły,17
1324,M,Pracownik,79
1325,M,Stały klient,73
1326,M,Stały klient,57
1327,M,Zwykły,64
1328,M,Pracownik,65
1329,M,Stały klient,70
1330,K,Pracownik,2
1331,M,Stały klient,66
1332,M,Stały klient,57
1333,K,Pracownik,9
1334,K,Zwykły,26
1335,M,Stały klient,65
1336,M,Stały klient,40
1337,M,Zwykły,11
1338,M,Stały klient,60
1339,K,Zwykły,27
1340,M,Pracownik,50
1341,M,Zwykły,29
1342,K,Stały klient,29
1343,K,Zwykły,65
1344,M,Zwykły,56
1345,M,Stały klient,51
1346,K,Pracownik,8
1347,M,Zwykły,6
1348,K,Pracownik,44
1349,M,Zwykły,23
1350,K,Zwykły,62
1351,K,Pracownik,25
1352,K,Stały klient,69
1353,M,Pracownik,60
1354,M,Stały klient,12
1355,M,Zwykły,30
1356,M,Stały klient,37
1357,K,Zwykły,42
1358,M,Zwykły,15
1359,M,Stały klient,51
1360,K,Zwykły,56
1361,K,Stały klient,22
1362,M,Zwykły,17
1363,K,Zwykły,36
1364,M,Pracownik,56
1365,M,Stały klient,19
1366,K,Pracownik,55
1367,K,Stały klient,27
1368,K,Pracownik,68
1369,M,Zwykły,63
1370,M,Zwykły,13
1371,K,Zwykły,28
1372,M,Zwykły,8
1373,K,Stały klient,25
1374,M,Zwykły,56
1375,M,Stały klient,72
1376,M,Stały klient,1
1377,M,Pracownik,63
1378,K,Zwykły,26
1379,K,Zwykły,71
1380,K,Pracownik,68
1381,M,Pracownik,34
1382,M,Pracownik,52
1383,K,Pracownik,63
1384,K,Stały klient,39
1385,M,Pracownik,2
1386,K,Stały klient,10
1387,M,Zwykły,63
1388,M,Zwykły,56
1389,M,Zwykły,18
1390,K,Zwykły,3
1391,M,Stały klient,40
1392,M,Stały klient,3
1393,M,Stały klient,35
1394,M,Pracownik,74
1395,K,Zwykły,20
1396,K,Zwykły,57
1397,K,Stały klient,64
1398,M,Stały klient,31
1399,K,Pracownik,55
1400,K,Stały klient,53
1401,M,Zwykły,20
1402,K,Pracownik,75
1403,K,Zwykły,49
1404,K,Zwykły,30
1405,K,Pracownik,22
1406,K,Zwykły,3
1407,M,Pracownik,78
1408,M,Stały klient,12
1409,M,Pracownik,51
1410,K,Zwykły,29
1411,K,Stały klient,47
1412,K,Stały klient,72
1413,K,Zwykły,41
1414,K,Stały klient,21
1415,K,Stały klient,57
1416,M,Pracownik,43
1417,K,Stały klient,75
1418,M,Zwykły,36
1419,K,Zwykły,7
1420,M,Stały klient,54
1421,K,Zwykły,31
1422,K,Zwykły,76
1423,K,Pracownik,65
1424,M,Stały klient,29
1425,K,Stały klient,23
1426,K,Stały klient,64
1427,M,Stały klient,51
1428,K,Zwykły,49
1429,K,Zwykły,27
1430,M,Zwykły,7
1431,M,Zwykły,71
1432,M,Zwykły,16
1433,K,Pracownik,80
1434,M,Zwykły,9
1435,M,Zwykły,16
1436,M,Pracownik,11
1437,M,Zwykły,66
1438,K,Pracownik,35
1439,K,Stały klient,33
1440,K,Pracownik,62
1441,M,Zwykły,56
1442,M,Stały klient,21
1443,K,Stały klient,62
1444,K,Zwykły,79
1445,K,Pracownik,78
1446,M,Stały klient,13
1447,M,Zwykły,39
1448,K,Pracownik,59
1449,K,Stały klient,52
1450,K,Stały klient,16
1451,M,Pracownik,77
1452,K,Pracownik,39
1453,M,Zwykły,50
1454,M,Zwykły,24
1455,K,Zwykły,53
1456,M,Zwykły,67
1457,M,Stały klient,58
1458,M,Zwykły,29
1459,K,Pracownik,55
1460,M,Pracownik,13
1461,M,Stały klient,29
1462,M,Stały klient,16
1463,K,Pracownik,61
1464,K,Zwykły,73
1465,M,Pracownik,50
1466,M,Pracownik,27
1467,M,Pracownik,65
1468,M,Pracownik,69
1469,M,Pracownik,58
1470,M,Stały klient,1
1471,K,Pracownik,27
1472,M,Stały klient,39
1473,K,Pracownik,13
1474,K,Pracownik,15
1475,K,Stały klient,43
1476,M,Zwykły,72
1477,M,Stały klient,68
1478,M,Pracownik,20
1479,K,Pracownik,39
1480,M,Pracownik,71
1481,M,Zwykły,34
1482,M,Pracownik,38
1483,M,Pracownik,9
1484,K,Zwykły,75
1485,K,Stały klient,39
1486,M,Zwykły,73
1487,M,Zwykły,79
1488,K,Pracownik,50
1489,K,Stały klient,0
1490,K,Stały klient,32
1491,K,Zwykły,6
1492,M,Pracownik,8
1493,M,Stały klient,36
1494,M,Zwykły,25
1495,K,Pracownik,79
1496,K,Stały klient,46
1497,M,Pracownik,55
1498,M,Stały klient,56
1499,K,Pracownik,56
1500,K,Zwykły,59
1501,M,Stały klient,69
1502,M,Pracownik,28
1503,M,Stały klient,17
1504,M,Pracownik,54
1505,M,Zwykły,18
1506,K,Zwykły,43
1507,K,Stały klient,57
1508,K,Zwykły,55
1509,K,Stały klient,2
1510,M,Pracownik,31
1511,M,Pracownik,45
1512,M,Stały klient,80
1513,M,Pracownik,64
1514,K,Pracownik,28
1515,M,Zwykły,34
1516,K,Stały klient,64
1517,K,Zwykły,5
1518,K,Zwykły,48
1519,K,Zwykły,44
1520,K,Zwykły,17
1521,M,Stały klient,56
1522,K,Zwykły,79
1523,K,Stały klient,59
1524,K,Pracownik,23
1525,M,Pracownik,2
1526,M,Zwykły,23
1527,M,Zwykły,18
1528,M,Stały klient,4
1529,M,Zwykły,29
1530,K,Pracownik,62
1531,K,Zwykły,3
1532,K,Stały klient,34
1533,K,Stały klient,39
1534,K,Stały klient,65
1535,K,Zwykły,18
1536,M,Stały klient,70
1537,M,Zwykły,58
1538,K,Pracownik,42
1539,M,Stały klient,27
1540,K,Pracownik,22
1541,M,Pracownik,24
1542,M,Zwykły,73
1543,M,Stały klient,27
1544,M,Stały klient,65
1545,K,Zwykły,18
1546,K,Pracownik,55
1547,K,Pracownik,35
1548,M,Pracownik,29
1549,M,Stały klient,80
1550,M,Stały klient,25
1551,K,Zwykły,45
1552,K,Stały klient,27
1553,K,Stały klient,12
1554,K,Pracownik,12
1555,K,Zwykły,61
1556,M,Stały klient,25
1557,M,Pracownik,73
1558,M,Pracownik,73
1559,M,Stały klient,16
1560,K,Zwykły,51
1561,K,Pracownik,45
1562,M,Pracownik,78
1563,M,Stały klient,53
1564,K,Pracownik,44
1565,M,Zwykły,56
1566,K,Zwykły,5
1567,M,Zwykły,46
1568,K,Stały klient,9
1569,M,Zwykły,49
1570,K,Zwykły,23
1571,K,Zwykły,77
1572,M,Zwykły,64
1573,K,Stały klient,38
1574,K,Pracownik,6
1575,K,Stały klient,65
1576,M,Pracownik,21
1577,M,Zwykły,70
1578,M,Zwykły,22
1579,M,Zwykły,64
1580,K,Pracownik,63
1581,K,Zwykły,16
1582,M,Zwykły,30
1583,K,Pracownik,0
1584,K,Zwykły,77
1585,M,Pracownik,58
1586,M,Zwykły,57
1587,K,Zwykły,49
1588,M,Zwykły,44
1589,K,Pracownik,40
1590,K,Pracownik,63
1591,K,Stały klient,33
1592,K,Pracownik,21
1593,M,Stały klient,7
1594,K,Stały klient,26
1595,K,Zwykły,65
1596,M,Stały klient,78
1597,M,Stały klient,37
1598,K,Stały klient,73
1599,M,Stały klient,73
1600,K,Stały klient,44
1601,M,Zwykły,67
1602,K,Stały klient,15
1603,K,Stały klient,77
1604,K,Stały klient,74
1605,K,Stały klient,66
1606,M,Stały klient,71
1607,M,Pracownik,35
1608,M,Zwykły,4
1609,K,Pracownik,58
1610,M,Pracownik,0
1611,M,Stały klient,45
1612,M,Zwykły,59
1613,K,Pracownik,1
1614,M,Zwykły,71
1615,M,Zwykły,19
1616,M,Zwykły,26
1617,K,Zwykły,9
1618,K,Stały klient,73
1619,M,Stały klient,16
1620,K,Zwykły,33
1621,M,Zwykły,17
1622,M,Stały klient,73
1623,M,Pracownik,64
1624,K,Pracownik,64
1625,M,Zwykły,41
1626,M,Stały klient,70
1627,K,Zwykły,15
1628,M,Pracownik,35
1629,M,Stały klient,21
1630,M,Pracownik,36
1631,K,Zwykły,14
1632,M,Zwykły,44
1633,K,Zwykły,3
1634,M,Pracownik,2
1635,M,Stały klient,43
1636,M,Zwykły,36
1637,K,Pracownik,36
1638,K,Stały klient,32
1639,M,Pracownik,0
1640,M,Pracownik,0
1641,M,Zwykły,44
1642,M,Stały klient,36
1643,K,Zwykły,32
1644,M,Stały klient,43
1645,M,Pracownik,79
1646,M,Zwykły,53
1647,K,Stały klient,9
1648,K,Zwykły,25
1649,K,Stały klient,14
1650,M,Stały klient,44
1651,K,Pracownik,27
1652,K,Stały klient,19
1653,K,Stały klient,68
1654,M,Zwykły,49
1655,M,Pracownik,74
1656,M,Zwykły,51
1657,M,Pracownik,69
1658,K,Zwykły,51
1659,M,Stały klient,44
1660,M,Zwykły,30
1661,K,Stały klient,43
1662,K,Pracownik,13
1663,K,Stały klient,49
1664,M,Zwykły,42
1665,K,Stały klient,65
1666,K,Stały klient,47
1667,K,Zwykły,70
1668,M,Stały klient,69
1669,M,Zwykły,44
1670,M,Zwykły,18
1671,K,Pracownik,42
1672,K,Zwykły,31
1673,K,Stały klient,27
1674,K,Zwykły,21
1675,M,Stały klient,65
1676,M,Pracownik,69
1677,M,Pracownik,24
1678,K,Stały klient,21
1679,M,Zwykły,32
1680,K,Stały klient,9
1681,K,Pracownik,34
1682,M,Zwykły,51
1683,K,Stały klient,45
1684,K,Stały klient,2
1685,K,Zwykły,25
1686,K,Zwykły,56
1687,M,Stały klient,59
1688,M,Stały klient,28
1689,M,Stały klient,25
1690,M,Zwykły,7
1691,K,Stały klient,32
1692,K,Pracownik,9
1693,K,Stały klient,28
1694,M,Stały klient,77
1695,M,Zwykły,30
1696,M,Pracownik,33
1697,K,Pracownik,71
1698,K,Stały klient,1
1699,K,Pracownik,6
1700,K,Pracownik,42
1701,M,Stały klient,64
1702,K,Zwykły,78
1703,M,Zwykły,72
1704,K,Stały klient,50
1705,K,Zwykły,75
1706,M,Pracownik,60
1707,K,Zwykły,31
1708,M,Pracownik,24
1709,M,Stały klient,34
1710,K,Zwykły,51
1711,K,Pracownik,60
1712,M,Zwykły,21
1713,M,Stały klient,13
1714,M,Pracownik,30
1715,K,Zwykły,0
1716,K,Pracownik,53
1717,M,Stały klient,42
1718,M,Stały klient,64
1719,M,Zwykły,47
1720,K,Pracownik,57
1721,K,Pracownik,2
1722,K,Stały klient,50
1723,K,Stały klient,59
1724,K,Pracownik,68
1725,K,Pracownik,77
1726,M,Pracownik,17
1727,M,Pracownik,25
1728,M,Pracownik,63
1729,K,Stały klient,39
1730,M,Pracownik,40
1731,M,Stały klient,70
1732,M,Pracownik,22
1733,M,Stały klient,80
1734,K,Pracownik,3
1735,M,Stały klient,7
1736,K,Pracownik,79
1737,M,Stały klient,49
1738,K,Zwykły,14
1739,K,Zwykły,24
1740,M,Stały klient,48
1741,K,Pracownik,52
1742,K,Pracownik,4
1743,K,Zwykły,39
1744,K,Zwykły,32
1745,K,Zwykły,20
1746,M,Zwykły,57
1747,M,Pracownik,29
1748,K,Zwykły,64
1749,K,Zwykły,73
1750,K,Zwykły,32
1751,K,Stały klient,63
1752,M,Stały klient,63
1753,M,Stały klient,34
1754,M,Pracownik,31
1755,M,Zwykły,80
1756,K,Zwykły,52
1757,K,Stały klient,80
1758,K,Stały klient,62
1759,M,Zwykły,45
1760,M,Zwykły,30
1761,M,Stały klient,30
1762,M,Zwykły,56
1763,M,Pracownik,44
1764,K,Pracownik,80
1765,M,Stały klient,47
1766,M,Zwykły,36
1767,K,Stały klient,33
1768,M,Zwykły,44
1769,K,Zwykły,62
1770,M,Stały klient,1
1771,M,Zwykły,41
1772,K,Stały klient,72
1773,M,Pracownik,57
1774,M,Stały klient,29
1775,K,Zwykły,5
1776,K,Stały klient,52
1777,K,Stały klient,38
1778,K,Stały klient,64
1779,K,Zwykły,11
1780,K,Zwykły,57
1781,K,Stały klient,9
1782,M,Stały klient,8
1783,M,Stały klient,47
1784,K,Zwykły,44
1785,M,Pracownik,73
1786,M,Pracownik,35
1787,K,Pracownik,54
1788,M,Stały klient,36
1789,M,Stały klient,21
1790,M,Zwykły,70
1791,M,Pracownik,42
1792,K,Pracownik,50
1793,K,Pracownik,30
1794,K,Zwykły,9
1795,K,Stały klient,27
1796,K,Pracownik,46
1797,M,Stały klient,37
1798,M,Stały klient,7
1799,M,Pracownik,55
1800,M,Zwykły,79
1801,K,Pracownik,66
1802,M,Stały klient,30
1803,K,Pracownik,52
1804,K,Stały klient,20
1805,M,Pracownik,33
1806,M,Zwykły,3
1807,M,Zwykły,50
1808,M,Zwykły,10
1809,K,Stały klient,76
1810,M,Pracownik,46
1811,K,Pracownik,46
1812,K,Pracownik,28
1813,K,Stały klient,34
1814,M,Stały klient,34
1815,M,Stały klient,75
1816,K,Pracownik,12
1817,M,Zwykły,50
1818,K,Stały klient,10
1819,K,Pracownik,80
1820,M,Zwykły,24
1821,M,Stały klient,26
1822,M,Zwykły,3
1823,K,Zwykły,65
1824,M,Pracownik,70
1825,M,Pracownik,58
1826,K,Zwykły,73
1827,M,Zwykły,38
1828,M,Zwykły,1
1829,M,Pracownik,46
1830,K,Zwykły,14
1831,M,Pracownik,74
1832,K,Stały klient,13
1833,M,Pracownik,43
1834,K,Stały klient,10
1835,M,Zwykły,68
1836,K,Pracownik,3
1837,K,Pracownik,39
1838,K,Zwykły,61
1839,M,Pracownik,30
1840,M,Zwykły,40
1841,M,Stały klient,66
1842,M,Zwykły,65
1843,M,Stały klient,22
1844,K,Zwykły,8
1845,K,Zwykły,30
1846,M,Stały klient,48
1847,K,Stały klient,2
1848,M,Pracownik,27
1849,M,Stały klient,63
1850,K,Zwykły,80
1851,K,Stały klient,10
1852,M,Stały klient,46
1853,K,Stały klient,72
1854,M,Zwykły,56
1855,M,Pracownik,51
1856,M,Zwykły,55
1857,M,Pracownik,22
1858,K,Pracownik,14
1859,K,Pracownik,58
1860,K,Zwykły,16
1861,K,Zwykły,48
1862,K,Zwykły,54
1863,K,Stały klient,71
1864,K,Pracownik,69
1865,K,Zwykły,6
1866,K,Stały klient,8
1867,M,Pracownik,54
1868,K,Pracownik,69
1869,K,Zwykły,65
1870,K,Stały klient,4
1871,K,Zwykły,41
1872,K,Pracownik,38
1873,K,Pracownik,60
1874,M,Zwykły,44
1875,M,Zwykły,22
1876,M,Stały klient,30
1877,M,Stały klient,61
1878,K,Zwykły,5
1879,M,Pracownik,35
1880,K,Zwykły,38
1881,M,Pracownik,9
1882,K,Stały klient,35
1883,K,Pracownik,43
1884,M,Stały klient,11
1885,K,Pracownik,56
1886,M,Stały klient,59
1887,M,Stały klient,12
1888,K,Stały klient,34
1889,M,Zwykły,45
1890,K,Zwykły,72
1891,K,Stały klient,49
1892,M,Pracownik,64
1893,M,Zwykły,25
1894,M,Zwykły,15
1895,M,Zwykły,59
1896,M,Pracownik,34
1897,K,Zwykły,6
1898,M,Stały klient,62
1899,M,Pracownik,22
1900,M,Pracownik,8
1901,K,Pracownik,27
1902,K,Zwykły,19
1903,M,Stały klient,14
1904,K,Pracownik,12
1905,K,Pracownik,15
1906,K,Zwykły,73
1907,M,Zwykły,43
1908,K,Zwykły,76
1909,K,Stały klient,75
1910,K,Stały klient,42
1911,M,Stały klient,75
1912,M,Pracownik,35
1913,K,Stały klient,46
1914,M,Pracownik,1
1915,M,Zwykły,11
1916,M,Zwykły,43
1917,M,Pracownik,25
1918,M,Zwykły,52
1919,K,Pracownik,62
1920,K,Stały klient,78
1921,M,Stały klient,38
1922,K,Pracownik,20
1923,K,Stały klient,7
1924,M,Pracownik,72
1925,M,Stały klient,79
1926,K,Zwykły,78
1927,K,Pracownik,34
1928,M,Stały klient,72
1929,K,Zwykły,47
1930,K,Pracownik,48
1931,M,Zwykły,5
1932,K,Stały klient,77
1933,M,Zwykły,65
1934,K,Zwykły,53
1935,K,Zwykły,8
1936,M,Pracownik,17
1937,K,Pracownik,21
1938,M,Zwykły,20
1939,M,Pracownik,0
1940,K,Pracownik,18
1941,M,Pracownik,20
1942,M,Zwykły,11
1943,K,Pracownik,76
1944,K,Pracownik,24
1945,M,Stały klient,61
1946,M,Pracownik,2
1947,M,Zwykły,60
1948,M,Pracownik,58
1949,K,Zwykły,31
1950,M,Zwykły,0
1951,K,Stały klient,56
1952,M,Stały klient,40
1953,K,Pracownik,64
1954,K,Pracownik,17
1955,K,Pracownik,22
1956,K,Stały klient,19
1957,M,Pracownik,40
1958,K,Stały klient,27
1959,K,Zwykły,6
1960,K,Stały klient,19
1961,K,Zwykły,52
1962,M,Stały klient,2
1963,M,Zwykły,56
1964,K,Stały klient,39
1965,M,Stały klient,28
1966,M,Stały klient,29
1967,M,Pracownik,41
1968,K,Zwykły,65
1969,M,Zwykły,48
1970,K,Stały klient,0
1971,K,Pracownik,72
1972,K,Stały klient,77
1973,M,Stały klient,46
1974,K,Zwykły,50
1975,K,Zwykły,8
1976,K,Pracownik,0
1977,M,Stały klient,8
1978,K,Pracownik,37
1979,K,Stały klient,54
1980,M,Stały klient,16
1981,K,Stały klient,5
1982,K,Zwykły,18
1983,K,Zwykły,10
1984,M,Stały klient,52
1985,K,Stały klient,17
1986,K,Zwykły,68
1987,K,Stały klient,45
1988,M,Stały klient,38
1989,M,Pracownik,78
1990,M,Stały klient,80
1991,M,Pracownik,78
1992,K,Stały klient,62
1993,M,Zwykły,0
1994,K,Zwykły,8
1995,K,Stały klient,10
1996,M,Zwykły,20
1997,K,Pracownik,11
1998,M,Stały klient,0
1999,K,Stały klient,51
2000,M,Stały klient,51
2001,K,Zwykły,75
2002,K,Zwykły,23
2003,K,Pracownik,40
2004,K,Stały klient,77
2005,K,Stały klient,2
2006,K,Zwykły,23
2007,M,Zwykły,57
2008,M,Zwykły,22
2009,K,Pracownik,25
2010,M,Pracownik,37
2011,M,Stały klient,36
2012,M,Pracownik,62
2013,K,Pracownik,38
2014,K,Zwykły,20
2015,K,Stały klient,62
2016,K,Stały klient,1
2017,K,Stały klient,79
2018,K,Stały klient,67
2019,M,Pracownik,41
2020,M,Stały klient,45
2021,K,Pracownik,4
2022,M,Pracownik,41
2023,K,Pracownik,59
2024,K,Pracownik,44
2025,M,Stały klient,52
2026,K,Stały klient,9
2027,K,Zwykły,8
2028,K,Stały klient,80
2029,M,Pracownik,33
2030,M,Zwykły,57
2031,K,Stały klient,24
2032,K,Zwykły,7
2033,K,Stały klient,1
2034,K,Pracownik,40
2035,K,Zwykły,23
2036,K,Zwykły,38
2037,M,Stały klient,25
2038,M,Pracownik,27
2039,K,Stały klient,14
2040,M,Zwykły,49
2041,K,Stały klient,54
2042,M,Pracownik,32
2043,K,Stały klient,56
2044,K,Zwykły,14
2045,M,Stały klient,55
2046,K,Zwykły,47
2047,K,Pracownik,20
2048,M,Pracownik,38
2049,K,Zwykły,3
2050,M,Stały klient,36
2051,M,Pracownik,73
2052,K,Zwykły,6
2053,K,Pracownik,19
2054,K,Stały klient,49
2055,M,Pracownik,74
2056,K,Stały klient,18
2057,M,Zwykły,12
2058,K,Zwykły,26
2059,K,Stały klient,20
2060,K,Zwykły,46
2061,M,Pracownik,53
2062,K,Zwykły,42
2063,M,Stały klient,4
2064,K,Stały klient,79
2065,K,Pracownik,11
2066,K,Zwykły,62
2067,K,Stały klient,69
2068,K,Zwykły,20
2069,M,Stały klient,70
2070,K,Pracownik,6
2071,M,Zwykły,28
2072,K,Stały klient,51
2073,M,Zwykły,68
2074,M,Stały klient,34
2075,M,Zwykły,20
2076,K,Zwykły,41
2077,K,Stały klient,6
2078,K,Stały klient,15
2079,K,Pracownik,14
2080,K,Stały klient,7
2081,K,Stały klient,44
2082,M,Pracownik,74
2083,K,Stały klient,77
2084,M,Stały klient,26
2085,M,Pracownik,11
2086,M,Pracownik,32
2087,M,Pracownik,18
2088,K,Pracownik,0
2089,K,Pracownik,10
2090,M,Pracownik,11
2091,K,Pracownik,23
2092,M,Stały klient,21
2093,M,Zwykły,44
2094,M,Pracownik,56
2095,M,Pracownik,26
2096,M,Zwykły,6
2097,M,Stały klient,5
2098,M,Pracownik,71
2099,K,Pracownik,3
2100,M,Pracownik,64
2101,M,Stały klient,41
2102,K,Zwykły,24
2103,K,Zwykły,19
2104,K,Zwykły,26
2105,M,Stały klient,13
2106,K,Stały klient,5
2107,K,Stały klient,36
2108,M,Stały klient,70
2109,M,Pracownik,47
2110,M,Stały klient,66
2111,K,Stały klient,58
2112,M,Stały klient,0
2113,K,Pracownik,28
2114,M,Stały klient,36
2115,M,Stały klient,34
2116,K,Zwykły,26
2117,M,Stały klient,77
2118,M,Pracownik,75
2119,K,Stały klient,64
2120,K,Pracownik,19
2121,K,Pracownik,79
2122,K,Pracownik,48
2123,K,Pracownik,74
2124,M,Pracownik,44
2125,K,Pracownik,72
2126,K,Pracownik,52
2127,K,Stały klient,11
2128,M,Zwykły,1
2129,K,Zwykły,2
2130,M,Pracownik,45
2131,M,Pracownik,74
2132,M,Stały klient,54
2133,K,Pracownik,29
2134,M,Zwykły,39
2135,K,Zwykły,52
2136,M,Zwykły,67
2137,K,Pracownik,66
2138,M,Pracownik,36
2139,K,Pracownik,43
2140,K,Pracownik,45
2141,M,Zwykły,4
2142,M,Stały klient,57
2143,M,Stały klient,34
2144,M,Pracownik,66
2145,K,Zwykły,47
2146,K,Zwykły,55
2147,K,Pracownik,41
2148,M,Stały klient,14
2149,K,Zwykły,65
2150,M,Pracownik,12
2151,K,Pracownik,33
2152,K,Stały klient,18
2153,M,Pracownik,36
2154,M,Stały klient,67
2155,K,Stały klient,62
2156,M,Pracownik,36
2157,M,Zwykły,41
2158,K,Zwykły,59
2159,K,Pracownik,2
2160,M,Zwykły,16
2161,M,Stały klient,80
2162,M,Stały klient,2
2163,M,Stały klient,19
2164,M,Zwykły,1
2165,M,Pracownik,43
2166,M,Pracownik,71
2167,M,Stały klient,10
2168,M,Stały klient,56
2169,M,Zwykły,74
2170,K,Zwykły,35
2171,M,Pracownik,75
2172,K,Pracownik,36
2173,K,Stały klient,43
2174,M,Stały klient,18
2175,M,Pracownik,45
2176,M,Pracownik,24
2177,K,Stały klient,70
2178,K,Pracownik,13
2179,M,Zwykły,33
2180,M,Zwykły,31
2181,K,Zwykły,80
2182,K,Pracownik,52
2183,M,Zwykły,8
2184,K,Pracownik,30
2185,K,Zwykły,59
2186,M,Zwykły,11
2187,K,Zwykły,66
2188,K,Pracownik,5
2189,M,Stały klient,57
2190,M,Stały klient,30
2191,M,Pracownik,11
2192,M,Stały klient,56
2193,K,Stały klient,53
2194,K,Zwykły,50
2195,K,Stały klient,26
2196,K,Stały klient,31
2197,K,Zwykły,9
2198,M,Pracownik,63
2199,K,Stały klient,53
2200,M,Stały klient,5
2201,M,Stały klient,68
2202,M,Pracownik,71
2203,K,Zwykły,50
2204,K,Zwykły,50
2205,K,Stały klient,60
2206,K,Pracownik,69
2207,M,Pracownik,39
2208,K,Zwykły,24
2209,K,Zwykły,36
2210,K,Pracownik,78
2211,K,Zwykły,79
2212,K,Pracownik,79
2213,K,Pracownik,34
2214,K,Zwykły,56
2215,K,Stały klient,74
2216,K,Zwykły,70
2217,M,Stały klient,68
2218,M,Pracownik,76
2219,M,Pracownik,39
2220,M,Stały klient,61
2221,K,Pracownik,35
2222,M,Stały klient,47
2223,M,Zwykły,60
2224,M,Zwykły,9
2225,M,Stały klient,40
2226,K,Pracownik,48
