ID,GENDER,AGE,TYPE
1152,K,62,Zwykły
1153,K,26,Pracownik
1154,M,3,Pracownik
1155,K,47,Zwykły
1156,M,42,Pracownik
1157,K,72,Stały klient
1158,M,29,Stały klient
1159,K,7,Stały klient
1160,K,76,Stały klient
1161,M,44,Zwykły
1162,M,80,Pracownik
1163,M,47,Zwykły
1164,M,6,Stały klient
1165,K,10,Stały klient
1166,K,57,Zwykły
1167,K,67,Stały klient
1168,M,38,Zwykły
1169,K,32,Zwykły
1170,K,36,Pracownik
1171,M,50,Pracownik
1172,K,31,Stały klient
1173,K,79,Zwykły
1174,K,13,Zwykły
1175,K,71,Pracownik
1176,K,31,Zwykły
1177,M,2,Zwykły
1178,K,44,Stały klient
1179,K,50,Pracownik
1180,K,17,Stały klient
1181,K,60,Zwykły
1182,K,41,Zwykły
1183,K,43,Zwykły
1184,M,26,Pracownik
1185,M,4,Pracownik
1186,M,37,Pracownik
1187,K,72,Stały klient
1188,M,62,Pracownik
1189,K,4,Pracownik
1190,K,43,Zwykły
1191,M,72,Zwykły
1192,M,76,Stały klient
1193,K,33,Stały klient
1194,M,62,Zwykły
1195,K,56,Stały klient
1196,M,74,Stały klient
1197,K,79,Zwykły
1198,K,21,Zwykły
1199,M,37,Zwykły
1200,K,39,Zwykły
1201,K,40,Zwykły
1202,M,79,Stały klient
1203,M,64,Pracownik
1204,K,8,Zwykły
1205,M,59,Zwykły
1206,M,76,Stały klient
1207,K,10,Pracownik
1208,K,17,Stały klient
1209,K,59,Zwykły
1210,K,60,Zwykły
1211,K,46,Stały klient
1212,K,39,Zwykły
1213,M,56,Stały klient
1214,M,71,Zwykły
1215,M,66,Pracownik
1216,M,50,Pracownik
1217,K,5,Zwykły
1218,K,66,Zwykły
1219,M,37,Pracownik
1220,K,22,Zwykły
1221,M,77,Zwykły
1222,K,36,Stały klient
1223,K,7,Pracownik
1224,K,9,Pracownik
1225,K,4,Pracownik
1226,M,3,Pracownik
1227,K,43,Zwykły
1228,K,47,Pracownik
1229,M,61,Zwykły
1230,M,63,Stały klient
1231,M,67,Stały klient
1232,K,36,Stały klient
1233,K,6,Zwykły
1234,M,47,Stały klient
1235,K,46,Stały klient
1236,M,41,Zwykły
1237,K,69,Pracownik
1238,M,72,Pracownik
1239,M,29,Zwykły
1240,M,70,Stały klient
1241,K,36,Pracownik
1242,K,0,Zwykły
1243,M,56,Pracownik
1244,K,57,Zwykły
1245,M,39,Zwykły
1246,K,6,Pracownik
1247,M,67,Pracownik
1248,K,36,Stały klient
1249,K,17,Pracownik
1250,M,5,Zwykły
1251,K,4,Pracownik
1252,M,73,Pracownik
1253,K,49,Zwykły
1254,K,18,Pracownik
1255,M,14,Pracownik
1256,K,55,Pracownik
1257,K,18,Stały klient
1258,M,37,Zwykły
1259,M,74,Stały klient
1260,K,3,Stały klient
1261,M,46,Stały klient
1262,M,63,Zwykły
1263,M,16,Zwykły
1264,K,45,Stały klient
1265,K,74,Stały klient
1266,M,34,Pracownik
1267,K,76,Zwykły
1268,M,16,Zwykły
1269,K,42,Pracownik
1270,K,21,Pracownik
1271,M,52,Pracownik
1272,M,29,Pracownik
1273,M,42,Stały klient
1274,K,9,Pracownik
1275,M,73,Zwykły
1276,M,22,Zwykły
1277,K,25,Stały klient
1278,K,24,Pracownik
1279,K,11,Pracownik
1280,K,29,Pracownik
1281,K,38,Pracownik
1282,K,51,Zwykły
1283,K,76,Stały klient
1284,K,61,Zwykły
1285,K,60,Zwykły
1286,M,24,Pracownik
1287,M,60,Zwykły
1288,K,1,Pracownik
1289,K,41,Zwykły
1290,M,43,Zwykły
1291,K,21,Pracownik
1292,M,76,Zwykły
1293,M,26,Pracownik
1294,M,19,Zwykły
1295,K,68,Zwykły
1296,M,69,Zwykły
1297,M,52,Stały klient
1298,K,33,Zwykły
1299,K,45,Stały klient
1300,M,18,Pracownik
1301,M,13,Stały klient
1302,K,40,Stały klient
1303,M,44,Stały klient
1304,K,58,Zwykły
1305,K,12,Stały klient
1306,M,55,Pracownik
1307,M,30,Pracownik
1308,K,36,Stały klient
1309,M,52,Pracownik
1310,K,59,Stały klient
1311,M,27,Zwykły
1312,K,17,Zwykły
1313,K,55,Stały klient
1314,M,57,Stały klient
1315,K,26,Zwykły
1316,M,77,Pracownik
1317,M,79,Pracownik
1318,M,4,Stały klient
1319,K,56,Stały klient
1320,M,66,Zwykły
1321,M,27,Stały klient
1322,K,77,Pracownik
1323,M,17,Zwykły
1324,M,79,Pracownik
1325,M,73,Stały klient
1326,M,57,Stały klient
1327,M,64,Zwykły
1328,M,65,Pracownik
1329,M,70,Stały klient
1330,K,2,Pracownik
1331,M,66,Stały klient
1332,M,57,Stały klient
1333,K,9,Pracownik
1334,K,26,Zwykły
1335,M,65,Stały klient
1336,M,40,Stały klient
1337,M,11,Zwykły
1338,M,60,Stały klient
1339,K,27,Zwykły
1340,M,50,Pracownik
1341,M,29,Zwykły
1342,K,29,Stały klient
1343,K,65,Zwykły
1344,M,56,Zwykły
1345,M,51,Stały klient
1346,K,8,Pracownik
1347,M,6,Zwykły
1348,K,44,Pracownik
1349,M,23,Zwykły
1350,K,62,Zwykły
1351,K,25,Pracownik
1352,K,69,Stały klient
1353,M,60,Pracownik
1354,M,12,Stały klient
1355,M,30,Zwykły
1356,M,37,Stały klient
1357,K,42,Zwykły
1358,M,15,Zwykły
1359,M,51,Stały klient
1360,K,56,Zwykły
1361,K,22,Stały klient
1362,M,17,Zwykły
1363,K,36,Zwykły
1364,M,56,Pracownik
1365,M,19,Stały klient
1366,K,55,Pracownik
1367,K,27,Stały klient
1368,K,68,Pracownik
1369,M,63,Zwykły
1370,M,13,Zwykły
1371,K,28,Zwykły
1372,M,8,Zwykły
1373,K,25,Stały klient
1374,M,56,Zwykły
1375,M,72,Stały klient
1376,M,1,Stały klient
1377,M,63,Pracownik
1378,K,26,Zwykły
1379,K,71,Zwykły
1380,K,68,Pracownik
1381,M,34,Pracownik
1382,M,52,Pracownik
1383,K,63,Pracownik
1384,K,39,Stały klient
1385,M,2,Pracownik
1386,K,10,Stały klient
1387,M,63,Zwykły
1388,M,56,Zwykły
1389,M,18,Zwykły
1390,K,3,Zwykły
1391,M,40,Stały klient
1392,M,3,Stały klient
1393,M,35,Stały klient
1394,M,74,Pracownik
1395,K,20,Zwykły
1396,K,57,Zwykły
1397,K,64,Stały klient
1398,M,31,Stały klient
1399,K,55,Pracownik
1400,K,53,Stały klient
1401,M,20,Zwykły
1402,K,75,Pracownik
1403,K,49,Zwykły
1404,K,30,Zwykły
1405,K,22,Pracownik
1406,K,3,Zwykły
1407,M,78,Pracownik
1408,M,12,Stały klient
1409,M,51,Pracownik
1410,K,29,Zwykły
1411,K,47,Stały klient
1412,K,72,Stały klient
1413,K,41,Zwykły
1414,K,21,Stały klient
1415,K,57,Stały klient
1416,M,43,Pracownik
1417,K,75,Stały klient
1418,M,36,Zwykły
1419,K,7,Zwykły
1420,M,54,Stały klient
1421,K,31,Zwykły
1422,K,76,Zwykły
1423,K,65,Pracownik
1424,M,29,Stały klient
1425,K,23,Stały klient
1426,K,64,Stały klient
1427,M,51,Stały klient
1428,K,49,Zwykły
1429,K,27,Zwykły
1430,M,7,Zwykły
1431,M,71,Zwykły
1432,M,16,Zwykły
1433,K,80,Pracownik
1434,M,9,Zwykły
1435,M,16,Zwykły
1436,M,11,Pracownik
1437,M,66,Zwykły
1438,K,35,Pracownik
1439,K,33,Stały klient
1440,K,62,Pracownik
1441,M,56,Zwykły
1442,M,21,Stały klient
1443,K,62,Stały klient
1444,K,79,Zwykły
1445,K,78,Pracownik
1446,M,13,Stały klient
1447,M,39,Zwykły
1448,K,59,Pracownik
1449,K,52,Stały klient
1450,K,16,Stały klient
1451,M,77,Pracownik
1452,K,39,Pracownik
1453,M,50,Zwykły
1454,M,24,Zwykły
1455,K,53,Zwykły
1456,M,67,Zwykły
1457,M,58,Stały klient
1458,M,29,Zwykły
1459,K,55,Pracownik
1460,M,13,Pracownik
1461,M,29,Stały klient
1462,M,16,Stały klient
1463,K,61,Pracownik
1464,K,73,Zwykły
1465,M,50,Pracownik
1466,M,27,Pracownik
1467,M,65,Pracownik
1468,M,69,Pracownik
1469,M,58,Pracownik
1470,M,1,Stały klient
1471,K,27,Pracownik
1472,M,39,Stały klient
1473,K,13,Pracownik
1474,K,15,Pracownik
1475,K,43,Stały klient
1476,M,72,Zwykły
1477,M,68,Stały klient
1478,M,20,Pracownik
1479,K,39,Pracownik
1480,M,71,Pracownik
1481,M,34,Zwykły
1482,M,38,Pracownik
1483,M,9,Pracownik
1484,K,75,Zwykły
1485,K,39,Stały klient
1486,M,73,Zwykły
1487,M,79,Zwykły
1488,K,50,Pracownik
1489,K,0,Stały klient
1490,K,32,Stały klient
1491,K,6,Zwykły
1492,M,8,Pracownik
1493,M,36,Stały klient
1494,M,25,Zwykły
1495,K,79,Pracownik
1496,K,46,Stały klient
1497,M,55,Pracownik
1498,M,56,Stały klient
1499,K,56,Pracownik
1500,K,59,Zwykły
1501,M,69,Stały klient
1502,M,28,Pracownik
1503,M,17,Stały klient
1504,M,54,Pracownik
1505,M,18,Zwykły
1506,K,43,Zwykły
1507,K,57,Stały klient
1508,K,55,Zwykły
1509,K,2,Stały klient
1510,M,31,Pracownik
1511,M,45,Pracownik
1512,M,80,Stały klient
1513,M,64,Pracownik
1514,K,28,Pracownik
1515,M,34,Zwykły
1516,K,64,Stały klient
1517,K,5,Zwykły
1518,K,48,Zwykły
1519,K,44,Zwykły
1520,K,17,Zwykły
1521,M,56,Stały klient
1522,K,79,Zwykły
1523,K,59,Stały klient
1524,K,23,Pracownik
1525,M,2,Pracownik
1526,M,23,Zwykły
1527,M,18,Zwykły
1528,M,4,Stały klient
1529,M,29,Zwykły
1530,K,62,Pracownik
1531,K,3,Zwykły
1532,K,34,Stały klient
1533,K,39,Stały klient
1534,K,65,Stały klient
1535,K,18,Zwykły
1536,M,70,Stały klient
1537,M,58,Zwykły
1538,K,42,Pracownik
1539,M,27,Stały klient
1540,K,22,Pracownik
1541,M,24,Pracownik
1542,M,73,Zwykły
1543,M,27,Stały klient
1544,M,65,Stały klient
1545,K,18,Zwykły
1546,K,55,Pracownik
1547,K,35,Pracownik
1548,M,29,Pracownik
1549,M,80,Stały klient
1550,M,25,Stały klient
1551,K,45,Zwykły
1552,K,27,Stały klient
1553,K,12,Stały klient
1554,K,12,Pracownik
1555,K,61,Zwykły
1556,M,25,Stały klient
1557,M,73,Pracownik
1558,M,73,Pracownik
1559,M,16,Stały klient
1560,K,51,Zwykły
1561,K,45,Pracownik
1562,M,78,Pracownik
1563,M,53,Stały klient
1564,K,44,Pracownik
1565,M,56,Zwykły
1566,K,5,Zwykły
1567,M,46,Zwykły
1568,K,9,Stały klient
1569,M,49,Zwykły
1570,K,23,Zwykły
1571,K,77,Zwykły
1572,M,64,Zwykły
1573,K,38,Stały klient
1574,K,6,Pracownik
1575,K,65,Stały klient
1576,M,21,Pracownik
1577,M,70,Zwykły
1578,M,22,Zwykły
1579,M,64,Zwykły
1580,K,63,Pracownik
1581,K,16,Zwykły
1582,M,30,Zwykły
1583,K,0,Pracownik
1584,K,77,Zwykły
1585,M,58,Pracownik
1586,M,57,Zwykły
1587,K,49,Zwykły
1588,M,44,Zwykły
1589,K,40,Pracownik
1590,K,63,Pracownik
1591,K,33,Stały klient
1592,K,21,Pracownik
1593,M,7,Stały klient
1594,K,26,Stały klient
1595,K,65,Zwykły
1596,M,78,Stały klient
1597,M,37,Stały klient
1598,K,73,Stały klient
1599,M,73,Stały klient
1600,K,44,Stały klient
1601,M,67,Zwykły
1602,K,15,Stały klient
1603,K,77,Stały klient
1604,K,74,Stały klient
1605,K,66,Stały klient
1606,M,71,Stały klient
1607,M,35,Pracownik
1608,M,4,Zwykły
1609,K,58,Pracownik
1610,M,0,Pracownik
1611,M,45,Stały klient
1612,M,59,Zwykły
1613,K,1,Pracownik
1614,M,71,Zwykły
1615,M,19,Zwykły
1616,M,26,Zwykły
1617,K,9,Zwykły
1618,K,73,Stały klient
1619,M,16,Stały klient
1620,K,33,Zwykły
1621,M,17,Zwykły
1622,M,73,Stały klient
1623,M,64,Pracownik
1624,K,64,Pracownik
1625,M,41,Zwykły
1626,M,70,Stały klient
1627,K,15,Zwykły
1628,M,35,Pracownik
1629,M,21,Stały klient
1630,M,36,Pracownik
1631,K,14,Zwykły
1632,M,44,Zwykły
1633,K,3,Zwykły
1634,M,2,Pracownik
1635,M,43,Stały klient
1636,M,36,Zwykły
1637,K,36,Pracownik
1638,K,32,Stały klient
1639,M,0,Pracownik
1640,M,0,Pracownik
1641,M,44,Zwykły
1642,M,36,Stały klient
1643,K,32,Zwykły
1644,M,43,Stały klient
1645,M,79,Pracownik
1646,M,53,Zwykły
1647,K,9,Stały klient
1648,K,25,Zwykły
1649,K,14,Stały klient
1650,M,44,Stały klient
1651,K,27,Pracownik
1652,K,19,Stały klient
1653,K,68,Stały klient
1654,M,49,Zwykły
1655,M,74,Pracownik
1656,M,51,Zwykły
1657,M,69,Pracownik
1658,K,51,Zwykły
1659,M,44,Stały klient
1660,M,30,Zwykły
1661,K,43,Stały klient
1662,K,13,Pracownik
1663,K,49,Stały klient
1664,M,42,Zwykły
1665,K,65,Stały klient
1666,K,47,Stały klient
1667,K,70,Zwykły
1668,M,69,Stały klient
1669,M,44,Zwykły
1670,M,18,Zwykły
1671,K,42,Pracownik
1672,K,31,Zwykły
1673,K,27,Stały klient
1674,K,21,Zwykły
1675,M,65,Stały klient
1676,M,69,Pracownik
1677,M,24,Pracownik
1678,K,21,Stały klient
1679,M,32,Zwykły
1680,K,9,Stały klient
1681,K,34,Pracownik
1682,M,51,Zwykły
1683,K,45,Stały klient
1684,K,2,Stały klient
1685,K,25,Zwykły
1686,K,56,Zwykły
1687,M,59,Stały klient
1688,M,28,Stały klient
1689,M,25,Stały klient
1690,M,7,Zwykły
1691,K,32,Stały klient
1692,K,9,Pracownik
1693,K,28,Stały klient
1694,M,77,Stały klient
1695,M,30,Zwykły
1696,M,33,Pracownik
1697,K,71,Pracownik
1698,K,1,Stały klient
1699,K,6,Pracownik
1700,K,42,Pracownik
1701,M,64,Stały klient
1702,K,78,Zwykły
1703,M,72,Zwykły
1704,K,50,Stały klient
1705,K,75,Zwykły
1706,M,60,Pracownik
1707,K,31,Zwykły
1708,M,24,Pracownik
1709,M,34,Stały klient
1710,K,51,Zwykły
1711,K,60,Pracownik
1712,M,21,Zwykły
1713,M,13,Stały klient
1714,M,30,Pracownik
1715,K,0,Zwykły
1716,K,53,Pracownik
1717,M,42,Stały klient
1718,M,64,Stały klient
1719,M,47,Zwykły
1720,K,57,Pracownik
1721,K,2,Pracownik
1722,K,50,Stały klient
1723,K,59,Stały klient
1724,K,68,Pracownik
1725,K,77,Pracownik
1726,M,17,Pracownik
1727,M,25,Pracownik
1728,M,63,Pracownik
1729,K,39,Stały klient
1730,M,40,Pracownik
1731,M,70,Stały klient
1732,M,22,Pracownik
1733,M,80,Stały klient
1734,K,3,Pracownik
1735,M,7,Stały klient
1736,K,79,Pracownik
1737,M,49,Stały klient
1738,K,14,Zwykły
1739,K,24,Zwykły
1740,M,48,Stały klient
1741,K,52,Pracownik
1742,K,4,Pracownik
1743,K,39,Zwykły
1744,K,32,Zwykły
1745,K,20,Zwykły
1746,M,57,Zwykły
1747,M,29,Pracownik
1748,K,64,Zwykły
1749,K,73,Zwykły
1750,K,32,Zwykły
1751,K,63,Stały klient
1752,M,63,Stały klient
1753,M,34,Stały klient
1754,M,31,Pracownik
1755,M,80,Zwykły
1756,K,52,Zwykły
1757,K,80,Stały klient
1758,K,62,Stały klient
1759,M,45,Zwykły
1760,M,30,Zwykły
1761,M,30,Stały klient
1762,M,56,Zwykły
1763,M,44,Pracownik
1764,K,80,Pracownik
1765,M,47,Stały klient
1766,M,36,Zwykły
1767,K,33,Stały klient
1768,M,44,Zwykły
1769,K,62,Zwykły
1770,M,1,Stały klient
1771,M,41,Zwykły
1772,K,72,Stały klient
1773,M,57,Pracownik
1774,M,29,Stały klient
1775,K,5,Zwykły
1776,K,52,Stały klient
1777,K,38,Stały klient
1778,K,64,Stały klient
1779,K,11,Zwykły
1780,K,57,Zwykły
1781,K,9,Stały klient
1782,M,8,Stały klient
1783,M,47,Stały klient
1784,K,44,Zwykły
1785,M,73,Pracownik
1786,M,35,Pracownik
1787,K,54,Pracownik
1788,M,36,Stały klient
1789,M,21,Stały klient
1790,M,70,Zwykły
1791,M,42,Pracownik
1792,K,50,Pracownik
1793,K,30,Pracownik
1794,K,9,Zwykły
1795,K,27,Stały klient
1796,K,46,Pracownik
1797,M,37,Stały klient
1798,M,7,Stały klient
1799,M,55,Pracownik
1800,M,79,Zwykły
1801,K,66,Pracownik
1802,M,30,Stały klient
1803,K,52,Pracownik
1804,K,20,Stały klient
1805,M,33,Pracownik
1806,M,3,Zwykły
1807,M,50,Zwykły
1808,M,10,Zwykły
1809,K,76,Stały klient
1810,M,46,Pracownik
1811,K,46,Pracownik
1812,K,28,Pracownik
1813,K,34,Stały klient
1814,M,34,Stały klient
1815,M,75,Stały klient
1816,K,12,Pracownik
1817,M,50,Zwykły
1818,K,10,Stały klient
1819,K,80,Pracownik
1820,M,24,Zwykły
1821,M,26,Stały klient
1822,M,3,Zwykły
1823,K,65,Zwykły
1824,M,70,Pracownik
1825,M,58,Pracownik
1826,K,73,Zwykły
1827,M,38,Zwykły
1828,M,1,Zwykły
1829,M,46,Pracownik
1830,K,14,Zwykły
1831,M,74,Pracownik
1832,K,13,Stały klient
1833,M,43,Pracownik
1834,K,10,Stały klient
1835,M,68,Zwykły
1836,K,3,Pracownik
1837,K,39,Pracownik
1838,K,61,Zwykły
1839,M,30,Pracownik
1840,M,40,Zwykły
1841,M,66,Stały klient
1842,M,65,Zwykły
1843,M,22,Stały klient
1844,K,8,Zwykły
1845,K,30,Zwykły
1846,M,48,Stały klient
1847,K,2,Stały klient
1848,M,27,Pracownik
1849,M,63,Stały klient
1850,K,80,Zwykły
1851,K,10,Stały klient
1852,M,46,Stały klient
1853,K,72,Stały klient
1854,M,56,Zwykły
1855,M,51,Pracownik
1856,M,55,Zwykły
1857,M,22,Pracownik
1858,K,14,Pracownik
1859,K,58,Pracownik
1860,K,16,Zwykły
1861,K,48,Zwykły
1862,K,54,Zwykły
1863,K,71,Stały klient
1864,K,69,Pracownik
1865,K,6,Zwykły
1866,K,8,Stały klient
1867,M,54,Pracownik
1868,K,69,Pracownik
1869,K,65,Zwykły
1870,K,4,Stały klient
1871,K,41,Zwykły
1872,K,38,Pracownik
1873,K,60,Pracownik
1874,M,44,Zwykły
1875,M,22,Zwykły
1876,M,30,Stały klient
1877,M,61,Stały klient
1878,K,5,Zwykły
1879,M,35,Pracownik
1880,K,38,Zwykły
1881,M,9,Pracownik
1882,K,35,Stały klient
1883,K,43,Pracownik
1884,M,11,Stały klient
1885,K,56,Pracownik
1886,M,59,Stały klient
1887,M,12,Stały klient
1888,K,34,Stały klient
1889,M,45,Zwykły
1890,K,72,Zwykły
1891,K,49,Stały klient
1892,M,64,Pracownik
1893,M,25,Zwykły
1894,M,15,Zwykły
1895,M,59,Zwykły
1896,M,34,Pracownik
1897,K,6,Zwykły
1898,M,62,Stały klient
1899,M,22,Pracownik
1900,M,8,Pracownik
1901,K,27,Pracownik
1902,K,19,Zwykły
1903,M,14,Stały klient
1904,K,12,Pracownik
1905,K,15,Pracownik
1906,K,73,Zwykły
1907,M,43,Zwykły
1908,K,76,Zwykły
1909,K,75,Stały klient
1910,K,42,Stały klient
1911,M,75,Stały klient
1912,M,35,Pracownik
1913,K,46,Stały klient
1914,M,1,Pracownik
1915,M,11,Zwykły
1916,M,43,Zwykły
1917,M,25,Pracownik
1918,M,52,Zwykły
1919,K,62,Pracownik
1920,K,78,Stały klient
1921,M,38,Stały klient
1922,K,20,Pracownik
1923,K,7,Stały klient
1924,M,72,Pracownik
1925,M,79,Stały klient
1926,K,78,Zwykły
1927,K,34,Pracownik
1928,M,72,Stały klient
1929,K,47,Zwykły
1930,K,48,Pracownik
1931,M,5,Zwykły
1932,K,77,Stały klient
1933,M,65,Zwykły
1934,K,53,Zwykły
1935,K,8,Zwykły
1936,M,17,Pracownik
1937,K,21,Pracownik
1938,M,20,Zwykły
1939,M,0,Pracownik
1940,K,18,Pracownik
1941,M,20,Pracownik
1942,M,11,Zwykły
1943,K,76,Pracownik
1944,K,24,Pracownik
1945,M,61,Stały klient
1946,M,2,Pracownik
1947,M,60,Zwykły
1948,M,58,Pracownik
1949,K,31,Zwykły
1950,M,0,Zwykły
1951,K,56,Stały klient
1952,M,40,Stały klient
1953,K,64,Pracownik
1954,K,17,Pracownik
1955,K,22,Pracownik
1956,K,19,Stały klient
1957,M,40,Pracownik
1958,K,27,Stały klient
1959,K,6,Zwykły
1960,K,19,Stały klient
1961,K,52,Zwykły
1962,M,2,Stały klient
1963,M,56,Zwykły
1964,K,39,Stały klient
1965,M,28,Stały klient
1966,M,29,Stały klient
1967,M,41,Pracownik
1968,K,65,Zwykły
1969,M,48,Zwykły
1970,K,0,Stały klient
1971,K,72,Pracownik
1972,K,77,Stały klient
1973,M,46,Stały klient
1974,K,50,Zwykły
1975,K,8,Zwykły
1976,K,0,Pracownik
1977,M,8,Stały klient
1978,K,37,Pracownik
1979,K,54,Stały klient
1980,M,16,Stały klient
1981,K,5,Stały klient
1982,K,18,Zwykły
1983,K,10,Zwykły
1984,M,52,Stały klient
1985,K,17,Stały klient
1986,K,68,Zwykły
1987,K,45,Stały klient
1988,M,38,Stały klient
1989,M,78,Pracownik
1990,M,80,Stały klient
1991,M,78,Pracownik
1992,K,62,Stały klient
1993,M,0,Zwykły
1994,K,8,Zwykły
1995,K,10,Stały klient
1996,M,20,Zwykły
1997,K,11,Pracownik
1998,M,0,Stały klient
1999,K,51,Stały klient
2000,M,51,Stały klient
2001,K,75,Zwykły
2002,K,23,Zwykły
2003,K,40,Pracownik
2004,K,77,Stały klient
2005,K,2,Stały klient
2006,K,23,Zwykły
2007,M,57,Zwykły
2008,M,22,Zwykły
2009,K,25,Pracownik
2010,M,37,Pracownik
2011,M,36,Stały klient
2012,M,62,Pracownik
2013,K,38,Pracownik
2014,K,20,Zwykły
2015,K,62,Stały klient
2016,K,1,Stały klient
2017,K,79,Stały klient
2018,K,67,Stały klient
2019,M,41,Pracownik
2020,M,45,Stały klient
2021,K,4,Pracownik
2022,M,41,Pracownik
2023,K,59,Pracownik
2024,K,44,Pracownik
2025,M,52,Stały klient
2026,K,9,Stały klient
2027,K,8,Zwykły
2028,K,80,Stały klient
2029,M,33,Pracownik
2030,M,57,Zwykły
2031,K,24,Stały klient
2032,K,7,Zwykły
2033,K,1,Stały klient
2034,K,40,Pracownik
2035,K,23,Zwykły
2036,K,38,Zwykły
2037,M,25,Stały klient
2038,M,27,Pracownik
2039,K,14,Stały klient
2040,M,49,Zwykły
2041,K,54,Stały klient
2042,M,32,Pracownik
2043,K,56,Stały klient
2044,K,14,Zwykły
2045,M,55,Stały klient
2046,K,47,Zwykły
2047,K,20,Pracownik
2048,M,38,Pracownik
2049,K,3,Zwykły
2050,M,36,Stały klient
2051,M,73,Pracownik
2052,K,6,Zwykły
2053,K,19,Pracownik
2054,K,49,Stały klient
2055,M,74,Pracownik
2056,K,18,Stały klient
2057,M,12,Zwykły
2058,K,26,Zwykły
2059,K,20,Stały klient
2060,K,46,Zwykły
2061,M,53,Pracownik
2062,K,42,Zwykły
2063,M,4,Stały klient
2064,K,79,Stały klient
2065,K,11,Pracownik
2066,K,62,Zwykły
2067,K,69,Stały klient
2068,K,20,Zwykły
2069,M,70,Stały klient
2070,K,6,Pracownik
2071,M,28,Zwykły
2072,K,51,Stały klient
2073,M,68,Zwykły
2074,M,34,Stały klient
2075,M,20,Zwykły
2076,K,41,Zwykły
2077,K,6,Stały klient
2078,K,15,Stały klient
2079,K,14,Pracownik
2080,K,7,Stały klient
2081,K,44,Stały klient
2082,M,74,Pracownik
2083,K,77,Stały klient
2084,M,26,Stały klient
2085,M,11,Pracownik
2086,M,32,Pracownik
2087,M,18,Pracownik
2088,K,0,Pracownik
2089,K,10,Pracownik
2090,M,11,Pracownik
2091,K,23,Pracownik
2092,M,21,Stały klient
2093,M,44,Zwykły
2094,M,56,Pracownik
2095,M,26,Pracownik
2096,M,6,Zwykły
2097,M,5,Stały klient
2098,M,71,Pracownik
2099,K,3,Pracownik
2100,M,64,Pracownik
2101,M,41,Stały klient
2102,K,24,Zwykły
2103,K,19,Zwykły
2104,K,26,Zwykły
2105,M,13,Stały klient
2106,K,5,Stały klient
2107,K,36,Stały klient
2108,M,70,Stały klient
2109,M,47,Pracownik
2110,M,66,Stały klient
2111,K,58,Stały klient
2112,M,0,Stały klient
2113,K,28,Pracownik
2114,M,36,Stały klient
2115,M,34,Stały klient
2116,K,26,Zwykły
2117,M,77,Stały klient
2118,M,75,Pracownik
2119,K,64,Stały klient
2120,K,19,Pracownik
2121,K,79,Pracownik
2122,K,48,Pracownik
2123,K,74,Pracownik
2124,M,44,Pracownik
2125,K,72,Pracownik
2126,K,52,Pracownik
2127,K,11,Stały klient
2128,M,1,Zwykły
2129,K,2,Zwykły
2130,M,45,Pracownik
2131,M,74,Pracownik
2132,M,54,Stały klient
2133,K,29,Pracownik
2134,M,39,Zwykły
2135,K,52,Zwykły
2136,M,67,Zwykły
2137,K,66,Pracownik
2138,M,36,Pracownik
2139,K,43,Pracownik
2140,K,45,Pracownik
2141,M,4,Zwykły
2142,M,57,Stały klient
2143,M,34,Stały klient
2144,M,66,Pracownik
2145,K,47,Zwykły
2146,K,55,Zwykły
2147,K,41,Pracownik
2148,M,14,Stały klient
2149,K,65,Zwykły
2150,M,12,Pracownik
2151,K,33,Pracownik
2152,K,18,Stały klient
2153,M,36,Pracownik
2154,M,67,Stały klient
2155,K,62,Stały klient
2156,M,36,Pracownik
2157,M,41,Zwykły
2158,K,59,Zwykły
2159,K,2,Pracownik
2160,M,16,Zwykły
2161,M,80,Stały klient
2162,M,2,Stały klient
2163,M,19,Stały klient
2164,M,1,Zwykły
2165,M,43,Pracownik
2166,M,71,Pracownik
2167,M,10,Stały klient
2168,M,56,Stały klient
2169,M,74,Zwykły
2170,K,35,Zwykły
2171,M,75,Pracownik
2172,K,36,Pracownik
2173,K,43,Stały klient
2174,M,18,Stały klient
2175,M,45,Pracownik
2176,M,24,Pracownik
2177,K,70,Stały klient
2178,K,13,Pracownik
2179,M,33,Zwykły
2180,M,31,Zwykły
2181,K,80,Zwykły
2182,K,52,Pracownik
2183,M,8,Zwykły
2184,K,30,Pracownik
2185,K,59,Zwykły
2186,M,11,Zwykły
2187,K,66,Zwykły
2188,K,5,Pracownik
2189,M,57,Stały klient
2190,M,30,Stały klient
2191,M,11,Pracownik
2192,M,56,Stały klient
2193,K,53,Stały klient
2194,K,50,Zwykły
2195,K,26,Stały klient
2196,K,31,Stały klient
2197,K,9,Zwykły
2198,M,63,Pracownik
2199,K,53,Stały klient
2200,M,5,Stały klient
2201,M,68,Stały klient
2202,M,71,Pracownik
2203,K,50,Zwykły
2204,K,50,Zwykły
2205,K,60,Stały klient
2206,K,69,Pracownik
2207,M,39,Pracownik
2208,K,24,Zwykły
2209,K,36,Zwykły
2210,K,78,Pracownik
2211,K,79,Zwykły
2212,K,79,Pracownik
2213,K,34,Pracownik
2214,K,56,Zwykły
2215,K,74,Stały klient
2216,K,70,Zwykły
2217,M,68,Stały klient
2218,M,76,Pracownik
2219,M,39,Pracownik
2220,M,61,Stały klient
2221,K,35,Pracownik
2222,M,47,Stały klient
2223,M,60,Zwykły
2224,M,9,Zwykły
2225,M,40,Stały klient
2226,K,48,Pracownik
